country,t,estimate_main,Gini_main,estimate_T,Gini_T,estimate_CES,Gini_CES,estimate_PTM,Gini_PTM,estimate_Poor,Gini_Poor,estimate_Ladder,Gini_Ladder,estimate_PPML,Gini_PPML,estimate_Consumption,Gini_Consumption
PRT,1998-2000,.75730002,40.450001,.66600001,38.66,.70819998,39.509998,.7978,41.189999,.80930001,41.389999,.72430003,39.830002,.40400001,31.959999,.50440001,34.860001
PRT,2001-2003,.8075,41.360001,.71880001,39.720001,.74940002,40.310001,.84710002,42.040001,.86970001,42.41,.7737,40.759998,.3955,31.690001,.4533,33.450001
PRT,2004-2006,.8405,41.919998,.7191,39.73,.79049999,41.060001,.85799998,42.220001,.88810003,42.709999,.81529999,41.490002,.45719999,33.560001,.47040001,33.939999
PRT,2007-2009,.8585,42.220001,.70380002,39.43,.81290001,41.450001,.88690001,42.689999,.87050003,42.419998,.84579998,42.009998,.45249999,33.43,.47749999,34.130001
PRT,2010-2012,.81989998,41.57,.69709998,39.290001,.78619999,40.98,.79879999,41.209999,.7834,40.93,.80620003,41.34,.44499999,33.209999,.42019999,32.470001
PRT,2013-2015,.8258,41.68,.71359998,39.619999,.7579,40.459999,.80500001,41.32,.68980002,39.150002,.87180001,42.439999,.4129,32.240002,.44319999,33.16
PRT,2016-2018,.79189998,41.080002,.67919999,38.93,.71560001,39.66,.7888,41.029999,.70380002,39.43,.83069998,41.759998,.38069999,31.200001,.4508,33.380001
PRY,1995-1997,1.8325,52.939999,2.2019,55.439999,1.7311,52.150002,1.8372,52.98,2.2342,55.639999,1.6694,51.650002,.62720001,37.830002,.4813,34.240002
PRY,1998-2000,1.9849,54.040001,2.4767001,57.009998,1.7912,52.630001,1.808,52.75,2.1489999,55.110001,2.0236001,54.299999,.611,37.470001,.55379999,36.119999
PRY,2001-2003,2.0681,54.599998,2.5330999,57.299999,1.8825999,53.310001,2.0457001,54.450001,2.1673,55.23,1.8207,52.849998,.68510002,39.049999,.63480002,37.990002
PRY,2004-2006,2.0850999,54.709999,2.405,56.619999,1.9302,53.650002,2.2298,55.610001,1.9784,53.990002,1.9638,53.889999,.7374,40.080002,.46430001,33.759998
PRY,2007-2009,2.2379,55.66,1.7861,52.59,2.1424999,55.07,2.2699001,55.849998,2.5143001,57.209999,2.3731,56.439999,.90530002,42.98,.55379999,36.119999
PRY,2010-2012,2.1377001,55.040001,1.7631,52.41,2.0527999,54.490002,2.1273,54.98,2.3498001,56.310001,2.3018,56.040001,.9928,44.290001,.54189998,35.830002
PRY,2013-2015,1.9645,53.900002,1.613,51.169998,1.8715,53.23,1.9711,53.939999,2.1226001,54.950001,2.0766001,54.650002,.91140002,43.07,.62159997,37.700001
PRY,2016-2018,1.9783,53.990002,1.6018,51.07,1.9131,53.529999,1.9276,53.639999,2.1307001,55,2.0836,54.700001,.83840001,41.889999,.5711,36.540001
PSE,1998-2000,1.8792,53.290001,2.2825,55.919998,1.5285,50.41,1.9127001,53.529999,34.138,81.779999,.98299998,44.150002,.88880002,42.720001,-.095799997,
PSE,2001-2003,1.0683,45.34,.99860001,44.369999,.95450002,43.73,1.3496,48.66,1.4921,50.080002,.9095,43.040001,.59210002,37.040001,.55769998,36.220001
PSE,2004-2006,.52109998,35.299999,1.0748,45.419998,.4034,31.940001,-.31130001,,.2245,24.969999,-.46799999,,.57849997,36.720001,.2825,27.57
PSE,2007-2009,.95340002,43.709999,.80409998,41.299999,.76789999,40.650002,.91729999,43.169998,1.1898,46.869999,1.0733,45.400002,.61549997,37.57,.4359,32.939999
PSE,2010-2012,1.0142,44.599998,.94880003,43.650002,.99800003,44.369999,1.0204,44.68,1.0545,45.150002,1.3894,49.07,.67400002,38.82,.29859999,28.219999
PSE,2013-2015,.88370001,42.639999,.801,41.240002,.93620002,43.459999,.80699998,41.349998,1.0648,45.290001,1.2789,47.900002,.62809998,37.849998,.16590001,21.83
PSE,2016-2018,.68900001,39.130001,.64889997,38.299999,.73830003,40.099998,.58719999,36.919998,.51179999,35.060001,1.2058001,47.060001,.6081,37.400002,.2493,26.129999
QAT,1998-2000,.089400001,16.389999,-.0024999999,,.1052,17.700001,-.0209,,-.082400002,,.16159999,21.57,.1875,23.059999,-.071699999,
QAT,2001-2003,.093599997,16.75,-.020099999,,.1099,18.059999,-.0019,,-.1903,,.24680001,26.02,.2149,24.5,-.085500002,
QAT,2004-2006,.1207,18.870001,.3326,29.52,.13869999,20.110001,.0145,6.7600002,-.0801,,.28049999,27.49,.24339999,25.860001,-.074699998,
QAT,2007-2009,.083300002,15.86,.090000004,16.440001,.088200003,16.290001,-.051800001,,-.0306,,.2536,26.33,.2483,26.09,.026799999,9.1599998
QAT,2010-2012,.0995,17.24,.1039,17.6,.1138,18.360001,-.0142,,.0037,3.45,.24079999,25.74,.2701,27.049999,-.054499999,
QAT,2013-2015,.099699996,17.26,.1216,18.93,.1143,18.4,-.019099999,,-.016799999,,.2464,26,.29190001,27.959999,.1277,19.370001
QAT,2016-2018,.1083,17.940001,.13420001,19.82,.1101,18.08,.079300001,15.49,.045600001,11.87,.18629999,22.99,.30700001,28.559999,.089299999,16.389999
ROU,1995-1997,.4957,34.630001,.4587,33.610001,.47369999,34.029999,.52280003,35.34,.48910001,34.450001,.5399,35.779999,.4012,31.870001,.47490001,34.060001
ROU,1998-2000,.52240002,35.330002,.45159999,33.400002,.4982,34.700001,.5205,35.279999,.59310001,37.060001,.53689998,35.700001,.41670001,32.360001,.5654,36.400002
ROU,2001-2003,.52950001,35.52,.42429999,32.59,.45750001,33.57,.51599997,35.169998,.56620002,36.419998,.60710001,37.380001,.37560001,31.030001,.53119999,35.560001
ROU,2004-2006,.55110002,36.060001,.45140001,33.389999,.52420002,35.380001,.5535,36.119999,.48519999,34.349998,.59939998,37.200001,.41800001,32.400002,.5248,35.400002
ROU,2007-2009,.71439999,39.639999,.68129998,38.970001,.65600002,38.450001,.69239998,39.200001,.66860002,38.709999,.82020003,41.580002,.4113,32.189999,.59719998,37.150002
ROU,2010-2012,.76270002,40.549999,.72219998,39.790001,.68419999,39.029999,.7457,40.240002,.8545,42.16,.83539999,41.84,.41150001,32.189999,.56739998,36.450001
ROU,2013-2015,.82440001,41.650002,.77960002,40.860001,.73329997,40,.79390001,41.119999,.77630001,40.799999,.94029999,43.52,.40720001,32.060001,.63630003,38.029999
ROU,2016-2018,.77749997,40.82,.73320001,40,.68559998,39.060001,.76389998,40.580002,.82499999,41.66,.8739,42.48,.37959999,31.17,.61129999,37.470001
RUS,1995-1997,.60530001,37.34,.60159999,37.25,.62150002,37.700001,.59039998,37,.6006,37.23,.5571,36.200001,.32120001,29.1,.68470001,39.040001
RUS,1998-2000,.63919997,38.09,.67229998,38.790001,.65640002,38.459999,.63090003,37.91,.66689998,38.68,.58539999,36.880001,.3642,30.65,.79549998,41.150002
RUS,2001-2003,.59210002,37.040001,.54030001,35.790001,.58960003,36.98,.56349999,36.360001,.70850003,39.52,.5194,35.259998,.35049999,30.17,.7622,40.540001
RUS,2004-2006,.59579998,37.119999,.61470002,37.549999,.61080003,37.459999,.6056,37.34,.60159999,37.25,.4772,34.130001,.38550001,31.360001,.84299999,41.970001
RUS,2007-2009,.52850002,35.490002,.4849,34.34,.57179999,36.560001,.52649999,35.439999,.69660002,39.279999,.4226,32.540001,.39250001,31.59,.81910002,41.560001
RUS,2010-2012,.4797,34.200001,.45879999,33.610001,.50940001,35,.4418,33.110001,.46059999,33.66,.44530001,33.220001,.38240001,31.26,.69840002,39.32
RUS,2013-2015,.47940001,34.189999,.47319999,34.009998,.5248,35.389999,.4779,34.150002,.5237,35.369999,.42359999,32.57,.37630001,31.059999,.67189997,38.779999
RUS,2016-2018,.4513,33.389999,.4409,33.09,.4725,34,.44299999,33.150002,.53890002,35.75,.38769999,31.43,.3822,31.25,.52359998,35.369999
RWA,1995-1997,.64569998,38.23,.9077,43.02,.71649998,39.68,.40799999,32.09,.2295,25.209999,.2868,27.75,.29049999,27.9,.52990001,35.529999
RWA,1998-2000,1.0831,45.529999,1.3262,48.41,1.5184,50.32,.792,41.080002,.21179999,24.34,1.031,44.830002,.37720001,31.09,.80650002,41.34
RWA,2001-2003,.8175,41.529999,1.1955,46.939999,1.0689,45.34,.5801,36.75,-.058600001,,.62540001,37.790001,.44780001,33.290001,.78460002,40.950001
RWA,2004-2006,.85180002,42.110001,1.3526,48.689999,.9677,43.93,.8818,42.610001,.741,40.150002,.3915,31.559999,.62739998,37.830002,.80739999,41.360001
RWA,2007-2009,1.1952,46.93,1.0508,45.099998,1.1159,45.959999,1.2653,47.740002,1.0666,45.310001,.64679998,38.25,.67180002,38.779999,.84850001,42.060001
RWA,2010-2012,1.1298,46.130001,.89679998,42.84,1.1301,46.139999,.991,44.259998,.7385,40.099998,1.2394,47.450001,.62980002,37.880001,1.1828001,46.790001
RWA,2013-2015,1.3006999,48.139999,1.186,46.82,1.318,48.32,1.0763,45.439999,.72960001,39.93,1.8471,53.049999,.37529999,31.02,1.1539,46.43
RWA,2016-2018,1.2295001,47.34,1.1378,46.23,1.1995,46.990002,1.2149,47.169998,.97460002,44.029999,1.442,49.599998,.58050001,36.759998,1.0255001,44.75
SAU,1995-1997,.0222,8.3400002,.027000001,9.1899996,.0832,15.85,-.067500003,,-.34670001,,.28709999,27.76,.30809999,28.6,.2494,26.139999
SAU,1998-2000,.1249,19.17,.098399997,17.15,.2146,24.48,-.1442,,-.0074,,.80989999,41.400002,.32789999,29.35,.23379999,25.41
SAU,2001-2003,.093699999,16.76,.051399998,12.58,.1013,17.379999,-.1052,,-.113,,.6979,39.310001,.3175,28.959999,.2456,25.959999
SAU,2004-2006,.127,19.309999,.1222,18.98,.1621,21.6,-.1612,,-.16060001,,.64450002,38.200001,.37200001,30.91,.2176,24.629999
SAU,2007-2009,.2588,26.559999,.3436,29.92,-.149,,-.043699998,,-.14040001,,1.1997,46.990002,.4061,32.029999,.3184,28.99
SAU,2010-2012,.28740001,27.77,.41029999,32.16,.29629999,28.129999,.046,11.92,-.0217,,1.0022,44.43,.41729999,32.380001,.1964,23.540001
SAU,2013-2015,.34909999,30.120001,.43689999,32.970001,.39210001,31.58,.1065,17.799999,.25569999,26.42,.95529997,43.740002,.4348,32.91,.25749999,26.5
SAU,2016-2018,.45359999,33.459999,.54820001,35.98,.50599998,34.91,.28470001,27.66,.2455,25.959999,1.1059999,45.830002,.45370001,33.459999,.3048,28.469999
SDN,2010-2012,.95609999,43.759998,.77850002,40.84,.8348,41.830002,.79140002,41.07,.95609999,43.75,1.2774,47.880001,.73470002,40.029999,.9091,43.040001
SDN,2013-2015,1.3006001,48.139999,1.1235,46.049999,1.2775,47.880001,1.0573,45.189999,1.2035,47.029999,2.5093999,57.18,.66680002,38.669998,.88319999,42.630001
SDN,2016-2018,1.4613,49.779999,1.1937,46.919998,1.2861,47.98,1.3745,48.919998,1.5389,50.509998,1.7539999,52.34,.83749998,41.869999,.84729999,42.040001
SEN,1995-1997,1.3408999,48.57,1.3279999,48.43,1.4040999,49.220001,1.3695,48.869999,1.2343,47.389999,1.3384,48.540001,.60949999,37.43,1.1651,46.57
SEN,1998-2000,1.4291,49.470001,1.5304,50.43,1.3825001,49,1.568,50.77,1.8609999,53.150002,1.6452,51.450001,.67580003,38.860001,1.0589,45.209999
SEN,2001-2003,1.4009,49.189999,1.3599,48.77,1.3557,48.720001,1.3889,49.07,1.5972,51.029999,1.5923001,50.990002,.54250002,35.84,1.0725,45.389999
SEN,2004-2006,1.4283,49.459999,1.5096,50.240002,1.4377,49.549999,1.6307,51.32,1.2054,47.060001,1.6977,51.880001,.6293,37.869999,1.1137,45.93
SEN,2007-2009,1.5199,50.34,1.3052,48.189999,1.4773999,49.939999,1.7029999,51.93,1.5704,50.790001,1.9734,53.959999,.68150002,38.98,1.1468,46.349998
SEN,2010-2012,1.6331,51.34,1.4304,49.48,1.6246001,51.27,1.8509001,53.080002,1.659,51.560001,1.8667001,53.200001,.611,37.470001,1.0842,45.549999
SEN,2013-2015,1.5188,50.330002,1.3174,48.32,1.2889,48.009998,1.5612,50.709999,2.0301001,54.34,2.0488999,54.470001,.50129998,34.779999,1.0533,45.130001
SEN,2016-2018,1.6324,51.34,1.3889,49.07,1.4785,49.950001,1.9016,53.450001,2.1635001,55.209999,2.1115999,54.880001,.46689999,33.84,1.1072,45.849998
SGP,1995-1997,.33059999,29.450001,.1293,19.48,.52420002,35.380001,.17829999,22.540001,.1965,23.540001,.1127,18.27,.33649999,29.67,.46110001,33.669998
SGP,1998-2000,.19050001,23.219999,.1175,18.629999,.30579999,28.51,.322,29.129999,.0242,8.71,-.0735,,.34560001,29.99,.49450001,34.599998
SGP,2001-2003,.19329999,23.370001,.1184,18.700001,.29429999,28.049999,.0196,7.8499999,.1221,18.969999,.12819999,19.4,.36669999,30.73,.46059999,33.66
SGP,2004-2006,.3134,28.799999,.1573,21.299999,.4734,34.02,.1587,21.389999,.25659999,26.459999,.29499999,28.08,.3928,31.6,.39199999,31.57
SGP,2007-2009,.26890001,27,.2789,27.42,.4377,32.990002,.0082999999,5.1199999,.45100001,33.389999,.28960001,27.860001,.3883,31.450001,.41780001,32.389999
SGP,2010-2012,.32159999,29.110001,.31690001,28.93,.41639999,32.349998,.19159999,23.280001,.68870002,39.119999,.35839999,30.450001,.3804,31.190001,.3073,28.57
SGP,2013-2015,.3786,31.129999,.36320001,30.610001,.50959998,35,.29190001,27.950001,.40279999,31.92,.30410001,28.440001,.4016,31.879999,.35420001,30.299999
SGP,2016-2018,.39590001,31.700001,.2104,24.27,.5377,35.720001,.25150001,26.23,.39930001,31.809999,.28740001,27.77,.4059,32.02,.33610001,29.65
SLB,1995-1997,1.1196001,46,.6268,37.82,.58740002,36.93,4.6749001,64.849998,1.0318,44.84,.94510001,43.59,.39039999,31.52,1.2104,47.110001
SLB,1998-2000,1.479,49.950001,.4912,34.509998,.65270001,38.380001,1.8459001,53.040001,-.64649999,,1.1127,45.919998,.81999999,41.57,1.7675,52.439999
SLB,2001-2003,2.3641,56.389999,.52890003,35.5,2.8215001,58.709999,2.5913,57.599998,2.6427,57.860001,2.9291,59.189999,.93580002,43.450001,.39050001,31.52
SLB,2004-2006,.59350002,37.07,.41580001,32.330002,.52209997,35.330002,.38029999,31.190001,1.4351,49.529999,.69550002,39.259998,1.1835999,46.799999,1.0992,45.740002
SLB,2007-2009,1.0071,44.490002,1.2768,47.869999,.53469998,35.650002,1.0415,44.970001,1.5628999,50.73,1.6674,51.630001,1.4648,49.82,.96210003,43.84
SLB,2010-2012,1.4548,49.720001,.79159999,41.080002,1.4434,49.610001,1.5793999,50.869999,1.7097,51.98,1.9334,53.68,.76200002,40.540001,1.2543,47.619999
SLB,2013-2015,1.107,45.84,.45969999,33.639999,1.2215,47.240002,1.7776999,52.52,1.8049999,52.73,1.8182,52.830002,1.0464,45.040001,.68709999,39.09
SLB,2016-2018,.93089998,43.369999,.59570003,37.119999,1.2269,47.310001,1.8746001,53.25,.8276,41.709999,.97920001,44.099998,.99400002,44.310001,.65670002,38.459999
SLE,1995-1997,.96170002,43.84,1.9144,53.540001,.93260002,43.400002,1.8487999,53.060001,2.8426001,58.799999,.52929997,35.509998,.60570002,37.34,.087899998,16.26
SLE,1998-2000,1.1456,46.330002,2.2363999,55.650002,1.6725,51.669998,1.1681,46.610001,.037799999,10.84,.64520001,38.220001,.27430001,27.23,.23800001,25.610001
SLE,2001-2003,.97060001,43.970001,2.2309999,55.619999,1.1718,46.650002,1.7919,52.630001,.56959999,36.509998,.56199998,36.32,.1991,23.68,.0128,6.3400002
SLE,2004-2006,1.1476001,46.360001,2.2039001,55.450001,1.1353,46.200001,1.9227,53.599998,.35710001,30.4,.6728,38.799999,.4646,33.77,.3089,28.629999
SLE,2007-2009,1.4874001,50.029999,1.0863,45.57,1.6483001,51.470001,2.5378001,57.330002,1.005,44.459999,.79049999,41.060001,.40090001,31.860001,.55199999,36.080002
SLE,2010-2012,1.3046,48.18,1.1538,46.43,1.4236,49.41,1.7862999,52.59,2.0497999,54.470001,1.1667,46.59,.27959999,27.450001,.3206,29.08
SLE,2013-2015,1.5531,50.639999,1.1805,46.759998,1.622,51.25,2.8666,58.91,2.2600999,55.790001,1.2337,47.389999,.53009999,35.529999,.38980001,31.5
SLE,2016-2018,2.0293,54.34,1.5443,50.560001,2.1774001,55.290001,2.7442999,58.349998,2.1118,54.880001,2.0436001,54.43,.5061,34.91,.46509999,33.790001
SLV,1995-1997,1.6578,51.549999,1.9303,53.66,1.6568,51.540001,1.6984,51.889999,1.8058,52.740002,1.7404,52.23,.98549998,44.189999,1.0704,45.360001
SLV,1998-2000,1.7482001,52.290001,2.0625,54.560001,1.7388999,52.220001,1.8164001,52.82,1.8357,52.959999,1.6966,51.869999,.8955,42.82,1.0901,45.619999
SLV,2001-2003,1.751,52.310001,2.0151999,54.240002,1.7537,52.330002,1.8182,52.830002,1.5709,50.799999,1.7875,52.599998,.86940002,42.400002,1.0806,45.5
SLV,2004-2006,1.8786,53.279999,2.0720999,54.619999,1.8864,53.34,1.944,53.75,1.5511,50.619999,2.0172999,54.259998,1.0213,44.689999,.9673,43.919998
SLV,2007-2009,1.6356,51.360001,1.2839,47.950001,1.6691,51.650002,1.6536,51.52,1.6993999,51.900002,1.6705,51.66,.9357,43.450001,.94239998,43.549999
SLV,2010-2012,1.6428,51.419998,1.3821,49,1.5939,51,1.7041,51.939999,1.7507,52.310001,1.6178,51.209999,1.1295,46.130001,.87699997,42.529999
SLV,2013-2015,1.5836999,50.91,1.3963,49.139999,1.4995,50.150002,1.6131001,51.169998,1.656,51.540001,1.4987,50.139999,1.223,47.259998,.88859999,42.709999
SLV,2016-2018,1.5136,50.279999,1.3286,48.439999,1.4406,49.580002,1.5704,50.790001,1.5523,50.630001,1.4641,49.810001,1.0786999,45.470001,.81989998,41.57
SRB,2004-2006,.41499999,32.299999,.47639999,34.099998,.4199,32.459999,.43189999,32.82,.2384,25.629999,.4323,32.830002,.4436,33.169998,.4355,32.93
SRB,2007-2009,.45629999,33.540001,.44150001,33.110001,.45379999,33.470001,.48949999,34.459999,.3917,31.559999,.46360001,33.75,.39179999,31.57,.46900001,33.900002
SRB,2010-2012,.43529999,32.919998,.43759999,32.990002,.45089999,33.380001,.45570001,33.52,.4077,32.080002,.4562,33.529999,.37490001,31.01,.44859999,33.310001
SRB,2013-2015,.47310001,34.009998,.46849999,33.880001,.4862,34.380001,.46470001,33.779999,.55549997,36.16,.50019997,34.75,.3779,31.110001,.4842,34.32
SRB,2016-2018,.45739999,33.57,.44890001,33.32,.46790001,33.869999,.47670001,34.110001,.47009999,33.93,.48159999,34.25,.34900001,30.120001,.4738,34.029999
SUR,1995-1997,.226,25.040001,.38890001,31.469999,.2377,25.6,.23720001,25.58,.25889999,26.559999,.44260001,33.139999,.3168,28.93,.15270001,21.02
SUR,1998-2000,.2457,25.969999,.58170003,36.790001,.17550001,22.379999,.23199999,25.33,.096900001,17.030001,.32879999,29.379999,.29269999,27.99,.54040003,35.790001
SUR,2001-2003,.16769999,21.93,.28870001,27.83,.1079,17.9,.1962,23.530001,.1428,20.379999,.1499,20.85,.28259999,27.57,.35769999,30.42
SUR,2004-2006,.23989999,25.700001,.3545,30.309999,.14219999,20.35,.21780001,24.639999,.40360001,31.940001,.30059999,28.299999,.31200001,28.75,.35249999,30.24
SUR,2007-2009,.58200002,36.799999,.52280003,35.349998,.54470003,35.900002,.62639999,37.810001,.52280003,35.34,.71420002,39.630001,.44279999,33.139999,.43540001,32.919998
SUR,2010-2012,.48089999,34.23,.45539999,33.509998,.40450001,31.98,.44,33.060001,.40169999,31.879999,.65960002,38.52,.46149999,33.68,.1971,23.58
SUR,2013-2015,.43090001,32.790001,.43900001,33.029999,.3281,29.360001,.32339999,29.18,.28330001,27.6,.73379999,40.009998,.5,34.75,.31580001,28.9
SUR,2016-2018,.41659999,32.349998,.40090001,31.860001,.34169999,29.85,.33320001,29.549999,.12819999,19.4,.72119999,39.77,.54409999,35.880001,.22130001,24.809999
SVK,1995-1997,.2942,28.049999,.27829999,27.389999,.3075,28.58,.27200001,27.129999,.3698,30.84,.29499999,28.08,.2331,25.379999,.3682,30.780001
SVK,1998-2000,.2904,27.9,.27959999,27.450001,.31079999,28.700001,.28979999,27.870001,.37639999,31.059999,.2647,26.809999,.26409999,26.790001,.43059999,32.779999
SVK,2001-2003,.2746,27.24,.26840001,26.969999,.28749999,27.77,.28600001,27.719999,.34459999,29.959999,.22400001,24.950001,.25740001,26.5,.4161,32.34
SVK,2004-2006,.3628,30.6,.33629999,29.66,.39230001,31.58,.3906,31.530001,.40799999,32.080002,.29300001,28,.28369999,27.620001,.47749999,34.130001
SVK,2007-2009,.37400001,30.98,.33700001,29.690001,.38949999,31.49,.42390001,32.580002,.40900001,32.119999,.3504,30.16,.2951,28.08,.47189999,33.98
SVK,2010-2012,.44890001,33.32,.38229999,31.26,.46360001,33.740002,.46700001,33.84,.42640001,32.650002,.45410001,33.470001,.31299999,28.790001,.49020001,34.48
SVK,2013-2015,.44870001,33.32,.38730001,31.42,.458,33.59,.48500001,34.34,.4835,34.299999,.46880001,33.889999,.2872,27.76,.51160002,35.049999
SVK,2016-2018,.45339999,33.450001,.4034,31.940001,.4531,33.439999,.47670001,34.110001,.51209998,35.07,.47170001,33.970001,.27169999,27.110001,.49849999,34.709999
SVN,1995-1997,.34639999,30.02,.31979999,29.049999,.33829999,29.73,.3581,30.440001,.32319999,29.18,.3143,28.84,.30720001,28.559999,.36230001,30.58
SVN,1998-2000,.33770001,29.709999,.32929999,29.4,.3351,29.620001,.35730001,30.41,.31600001,28.9,.33129999,29.48,.3143,28.84,.44440001,33.189999
SVN,2001-2003,.3242,29.209999,.3123,28.76,.3145,28.84,.33739999,29.700001,.33970001,29.780001,.34639999,30.02,.31130001,28.719999,.4289,32.73
SVN,2004-2006,.3669,30.74,.3389,29.75,.37869999,31.139999,.37149999,30.889999,.3734,30.959999,.3759,31.040001,.35159999,30.209999,.44369999,33.169998
SVN,2007-2009,.37940001,31.16,.33379999,29.57,.40970001,32.139999,.37239999,30.93,.36539999,30.690001,.3545,30.309999,.34240001,29.879999,.45680001,33.549999
SVN,2010-2012,.4172,32.369999,.359,30.469999,.433,32.849998,.43439999,32.889999,.38640001,31.389999,.4122,32.220001,.38589999,31.370001,.44330001,33.16
SVN,2013-2015,.43399999,32.880001,.3741,30.98,.4499,33.349998,.44589999,33.240002,.46149999,33.689999,.47029999,33.939999,.3682,30.780001,.46259999,33.720001
SVN,2016-2018,.38510001,31.35,.34509999,29.98,.41639999,32.349998,.41659999,32.349998,.44139999,33.099998,.40669999,32.040001,.32789999,29.35,.41980001,32.450001
SWE,1995-1997,.33559999,29.629999,.32570001,29.27,.3594,30.48,.32789999,29.35,.31999999,29.049999,.34760001,30.059999,.3276,29.34,.32879999,29.379999
SWE,1998-2000,.37079999,30.870001,.35910001,30.469999,.3872,31.42,.3635,30.620001,.36559999,30.690001,.38699999,31.41,.34599999,30.01,.44229999,33.130001
SWE,2001-2003,.38260001,31.27,.33140001,29.48,.3901,31.51,.3583,30.440001,.403,31.93,.4677,33.860001,.3319,29.5,.44139999,33.099998
SWE,2004-2006,.41870001,32.419998,.35980001,30.49,.42899999,32.73,.4219,32.52,.39739999,31.75,.49259999,34.549999,.38029999,31.190001,.463,33.73
SWE,2007-2009,.4179,32.389999,.35319999,30.27,.42879999,32.73,.38049999,31.200001,.33520001,29.620001,.51859999,35.240002,.34639999,30.02,.46900001,33.900002
SWE,2010-2012,.41980001,32.450001,.35530001,30.34,.41909999,32.43,.39770001,31.76,.38280001,31.27,.50419998,34.860001,.35890001,30.459999,.4386,33.02
SWE,2013-2015,.45449999,33.490002,.38850001,31.459999,.4718,33.98,.42899999,32.73,.4531,33.439999,.49970001,34.740002,.38029999,31.190001,.4711,33.959999
SWE,2016-2018,.4007,31.85,.36430001,30.65,.3971,31.74,.3617,30.559999,.2992,28.25,.5043,34.860001,.35879999,30.459999,.4384,33.009998
TCD,1995-1997,1.2154,47.169998,1.114,45.93,1.6942,51.849998,.208,24.15,1.5986,51.040001,1.4568,49.740002,.56190002,36.32,.9156,43.139999
TCD,1998-2000,.44319999,33.16,.70279998,39.41,.3416,29.85,.41859999,32.419998,3.7460001,62.240002,1.6603,51.57,.7112,39.57,.87800002,42.540001
TCD,2001-2003,.5115,35.049999,.59649998,37.139999,.5341,35.630001,.42649999,32.66,1.4989001,50.139999,.2085,24.17,.60519999,37.330002,.484,34.32
TCD,2004-2006,1.1858,46.82,1.5378,50.5,1.1856,46.82,1.214,47.16,3.1566,60.130001,1.079,45.48,.2309,25.280001,.4946,34.599998
TCD,2007-2009,.80010003,41.23,.77509999,40.779999,.7985,41.200001,.62279999,37.73,1.0372,44.91,.3872,31.42,.48980001,34.470001,.3353,29.620001
TCD,2010-2012,.90069997,42.91,.93589997,43.450001,.99559999,44.330002,.66070002,38.549999,1.6089,51.130001,.83740002,41.869999,.4903,34.490002,.73949999,40.119999
TCD,2013-2015,.93220001,43.389999,.95420003,43.73,1.0233001,44.720001,.82870001,41.73,.9964,44.34,1.1192,46,.26660001,26.9,.64029998,38.110001
TCD,2016-2018,.98830003,44.23,.95389998,43.720001,1.0454,45.029999,.76160002,40.529999,1.3496,48.66,1.3909,49.09,.33860001,29.74,.54839998,35.990002
TGO,1995-1997,1.6561,51.540001,2.3383999,56.25,1.221,47.240002,2.1638999,55.209999,1.1413,46.279999,1.5079,50.23,.64020002,38.110001,1.0482,45.060001
TGO,1998-2000,1.6227,51.25,1.7094001,51.98,1.4907,50.060001,2.1027,54.82,1.6246001,51.27,1.6845,51.77,.61369997,37.529999,1.1936001,46.919998
TGO,2001-2003,1.798,52.68,2.6666,57.98,1.4183,49.360001,3.0532,59.709999,1.4598,49.77,1.1708,46.639999,.80330002,41.279999,1.1931,46.91
TGO,2004-2006,2.4521,56.880001,2.4128001,56.66,2.1556001,55.16,3.3069999,60.720001,2.4105,56.650002,2.4374001,56.799999,1.0125,44.57,1.1995,46.990002
TGO,2007-2009,.33860001,29.74,.70249999,39.400002,.935,43.439999,.058800001,13.42,3.0562999,59.73,1.869,53.209999,.7723,40.73,1.3546,48.709999
TGO,2010-2012,2.3445001,56.279999,1.8336,52.950001,2.089,54.73,3.0415001,59.66,3.3977001,61.049999,2.2500999,55.73,.78049999,40.880001,1.147,46.349998
TGO,2013-2015,2.4661,56.950001,1.8842,53.32,2.3220999,56.150002,3.2060001,60.330002,3.6831999,62.040001,2.55,57.389999,.79729998,41.18,1.1837,46.799999
TGO,2016-2018,2.5294001,57.279999,1.9169,53.560001,2.2646,55.82,2.9574001,59.310001,2.362,56.380001,2.6036999,57.66,.87040001,42.419998,1.0727,45.389999
THA,1995-1997,.57249999,36.57,.54180002,35.82,.87510002,42.5,.27919999,27.43,.51529998,35.150002,.72039998,39.75,.4682,33.869999,.83999997,41.919998
THA,1998-2000,.83999997,41.919998,.75980002,40.5,1.0439,45.009998,.5909,37.009998,.50379997,34.849998,1.0373,44.919998,.48949999,34.459999,.98580003,44.189999
THA,2001-2003,.8247,41.66,.70770001,39.5,.95910001,43.799999,.5147,35.130001,.95139998,43.68,1.1009001,45.759998,.51539999,35.150002,1.0619,45.25
THA,2004-2006,.83099997,41.759998,.65090001,38.34,.94260001,43.549999,.6534,38.389999,.86559999,42.34,.99540001,44.330002,.57359999,36.599998,1.0361,44.900002
THA,2007-2009,.7791,40.849998,.6609,38.549999,.91170001,43.080002,.62959999,37.880001,.75099999,40.34,1.1127,45.919998,.59219998,37.040001,1.0217,44.700001
THA,2010-2012,.89139998,42.759998,.78399998,40.939999,.99199998,44.279999,.67629999,38.869999,.86260003,42.290001,1.3398,48.560001,.61559999,37.57,.92739999,43.32
